Sample	command
COPE-0955.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0955.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0955.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0955.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0955.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0955.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0955.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0955.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0955.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0955.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0956.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0956.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0956.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0956.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0956.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0956.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0956.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0956.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0956.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0956.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0957.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0957.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0957.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0957.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0957.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0957.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0957.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0957.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0957.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0957.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0958.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0958.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0958.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0958.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0958.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0958.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0958.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0958.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0958.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0958.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0959.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0959.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0959.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0959.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0959.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0959.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0959.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0959.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0959.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0959.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0960.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0960.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0960.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0960.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0960.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0960.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0960.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0960.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0960.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0960.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0961.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0961.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0961.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0961.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0961.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0961.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0961.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0961.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0961.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0961.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0962.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0962.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0962.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0962.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0962.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0962.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0962.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0962.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0962.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0962.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0963.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0963.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0963.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0963.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0963.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0963.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0963.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0963.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0963.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0963.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0964.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0964.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0964.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0964.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0964.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0964.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0964.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0964.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0964.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0964.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0965.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0965.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0965.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0965.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0965.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0965.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0965.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0965.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0965.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0965.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0966.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0966.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0966.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0966.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0966.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0966.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0966.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0966.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0966.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0966.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0967.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0967.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0967.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0967.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0967.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0967.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0967.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0967.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0967.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0967.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0968.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0968.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0968.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0968.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0968.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0968.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0968.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0968.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0968.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0968.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0969.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0969.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0969.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0969.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0969.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0969.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0969.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0969.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0969.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0969.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0970.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0970.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0970.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0970.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0970.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0970.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0970.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0970.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0970.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0970.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0971.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0971.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0971.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0971.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0971.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0971.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0971.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0971.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0971.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0971.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0972.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0972.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0972.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0972.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0972.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0972.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0972.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0972.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0972.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0972.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0973.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0973.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0973.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0973.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0973.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0973.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0973.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0973.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0973.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0973.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0974.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0974.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0974.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0974.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0974.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0974.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0974.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0974.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0974.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0974.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0975.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0975.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0975.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0975.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0975.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0975.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0975.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0975.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0975.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0975.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0976.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0976.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0976.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0976.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0976.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0976.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0976.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0976.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0976.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0976.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0977.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0977.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0977.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0977.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0977.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0977.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0977.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0977.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0977.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0977.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0978.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0978.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0978.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0978.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0978.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0978.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0978.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0978.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0978.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0978.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0979.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0979.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0979.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0979.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0979.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0979.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0979.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0979.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0979.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0979.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0980.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0980.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0980.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0980.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0980.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0980.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0980.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0980.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0980.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0980.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0981.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0981.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0981.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0981.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0981.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0981.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0981.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0981.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0981.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0981.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
